"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"273",273,273,"Couvillon, Margaret J.",1,"Univ Sussex, Sch Life Sci, LASI, Brighton BN1 9QG, E Sussex, England.","univ sussex","sch life sci","bn19qg","brighton","e sussex","england",NA,NA,"0000-0002-0458-298X","WOS:000300248100018",72,"J","2012","SPRINGER"
"274",274,7160,"Ratnieks, Francis L. W.",3,"Univ Sussex, Sch Life Sci, LASI, Brighton BN1 9QG, E Sussex, England.","univ sussex","sch life sci","bn19qg","brighton","e sussex","england",NA,NA,NA,"WOS:000300248100018",72,"J","2012","SPRINGER"
"275",275,275,"van Zweden, Jelle S.",2,"Univ Sussex, Sch Life Sci, LASI, Brighton BN1 9QG, E Sussex, England.","univ sussex","sch life sci","bn19qg","brighton","e sussex","england",NA,"AAD-7858-2020",NA,"WOS:000300248100018",72,"J","2012","SPRINGER"
"276",276,276,"Banks, Peter B.",2,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci","2006","sydney",NA,"australia",NA,NA,"0000-0002-4340-6495","WOS:000300247700005",73,"J","2012","SPRINGER"
"277",277,277,"McArthur, Clare",3,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci","2006","sydney",NA,"australia",NA,"AAI-2493-2020","0000-0002-7867-414X","WOS:000300247700005",73,"J","2012","SPRINGER"
"278",278,278,"Nersesian, Carolyn L.",1,"Dept Biol, Quebec City, PQ G1V 0A6, Canada.","dept biol","quebec city","g1v0a6","quebec city",NA,"canada",NA,NA,NA,"WOS:000300247700005",73,"J","2012","SPRINGER"
"279",279,279,"Hellstrom, Gustav",1,"Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden.","swedish univ agr sci","dept wildlife fish & environm studies","90183","umea",NA,"sweden",NA,NA,NA,"WOS:000295426600008",74,"J","2011","SPRINGER"
"280",280,280,"Magnhagen, Carin",2,"Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden.","swedish univ agr sci","dept wildlife fish & environm studies","90183","umea",NA,"sweden",NA,"ABA-4968-2021",NA,"WOS:000295426600008",74,"J","2011","SPRINGER"
"281",281,281,"Borries, Carola",1,"SUNY Stony Brook, Dept Anthropol, Stony Brook, NY 11794 USA.","suny stony brook","dept anthropol","11794","stony brook","ny","usa",NA,"L-8517-2013","0000-0001-5262-1405","WOS:000288448000013",75,"J","2011","SPRINGER"
"282",282,282,"Koenig, Adam M.",3,"SUNY Stony Brook, Dept Anthropol, Stony Brook, NY 11794 USA.","suny stony brook","dept anthropol","11794","stony brook","ny","usa",NA,"G-6705-2013","0000-0003-1494-9156","WOS:000288448000013",75,"J","2011","SPRINGER"
"283",283,283,"Savini, Tommaso",2,"King Mongkuts Univ Technol Thonburi, Conservat Ecol Program, Bangkok 10150, Thailand.","king mongkuts univ technol thonburi","conservat ecol program","10150","bangkok",NA,"thailand",NA,NA,NA,"WOS:000288448000013",75,"J","2011","SPRINGER"
"284",284,284,"Edelaar, Pim",2,"CSIC, Estn Biol Donana, Seville 41092, Spain.","csic","estn biol donana","41092","seville",NA,"spain",NA,"P-5650-2014","0000-0003-4649-6366","WOS:000287320900005",76,"J","2011","SPRINGER"
"285",285,285,"van Doorn, G. Sander",3,"Univ Bern, Dept Behav Ecol, Inst Ecol & Evolut, CH-3032 Hinterkappelen, Switzerland.","univ bern","dept behav ecol","3032","hinterkappelen",NA,"switzerland",NA,"G-3247-2011","0000-0002-4703-3788","WOS:000287320900005",76,"J","2011","SPRINGER"
"286",286,286,"Weissing, Franz J.",1,"Univ Groningen, Theoret Biol Grp, Ctr Ecol & Evolutionary Studies, NL-9751 NN Haren, Netherlands.","univ groningen","theoret biol grp","9751","haren",NA,"netherlands",NA,NA,"0000-0003-3281-663X","WOS:000287320900005",76,"J","2011","SPRINGER"
"287",287,287,"Sewall, Kendra B.",1,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","duke univ","dept biol","27708","durham","nc","usa",NA,NA,"0000-0002-9347-5878","WOS:000286322200005",77,"J","2011","SPRINGER"
"288",288,288,"Zsolt Garamszegi, Laszlo",2,"CSIC, Estn Biol Donana, Dept Evolutionary Ecol, Seville 41092, Spain.","csic","estn biol donana","41092","seville",NA,"spain",NA,"M-1488-2015","0000-0001-8920-2183","WOS:000285786000007",78,"J","2011","SPRINGER"
"289",289,289,"Hegyi, Gergely",1,"Eotvos Lorand Univ, Behav Ecol Grp, Dept Systemat Zool & Ecol, H-1117 Budapest, Hungary.","eotvos lorand univ","behav ecol grp","1117","budapest",NA,"hungary",NA,"AAG-4988-2021","0000-0002-4906-3550","WOS:000285786000007",78,"J","2011","SPRINGER"
"290",290,2695,"Samejima, Yuka",2,"Kyoto Univ, Ctr Ecol Res, Otsu, Shiga 5202113, Japan.","kyoto univ","ctr ecol res","5202113","otsu","shiga","japan",NA,NA,NA,"WOS:000281897000004",79,"J","2010","SPRINGER"
"291",291,291,"Siva-Jothy, Michael T.",3,"Univ Sheffield, Sheffield S10 2TN, S Yorkshire, England.","univ sheffield","sheffield s10 2tn","s102tn","sheffield","s yorkshire","england",NA,NA,NA,"WOS:000281897000004",79,"J","2010","SPRINGER"
"292",292,292,"Tsubaki, Yoshitaka",1,"Kyoto Univ, Ctr Ecol Res, Otsu, Shiga 5202113, Japan.","kyoto univ","ctr ecol res","5202113","otsu","shiga","japan",NA,"E-5300-2010",NA,"WOS:000281897000004",79,"J","2010","SPRINGER"
"293",293,3408,"Bull, C. Michael",3,"Flinders Univ S Australia, Sch Biol Sci, Adelaide, SA 5001, Australia.","flinders univ s australia","sch biol sci","5001","adelaide",NA,"australia",NA,NA,NA,"WOS:000280842600013",80,"J","2010","SPRINGER"
"294",294,2,"Kappeler, Peter M.",2,"Univ Gottingen, Dept Sociobiol Anthropol, Johann Friedrich Blumenbach Inst Zool & Anthropol, D-37077 Gottingen, Germany.","univ gottingen","dept sociobiol anthropol","37077","gottingen",NA,"germany",NA,"B-6825-2012",NA,"WOS:000280842600013",80,"J","2010","SPRINGER"
"295",295,295,"Leu, Stephan T.",1,"Flinders Univ S Australia, Sch Biol Sci, Adelaide, SA 5001, Australia.","flinders univ s australia","sch biol sci","5001","adelaide",NA,"australia",NA,NA,"0000-0003-2547-5056","WOS:000280842600013",80,"J","2010","SPRINGER"
"296",296,296,"Wedell, Nina",1,"Univ Exeter, Sch Biosci, Penryn TR10 9EZ, England.","univ exeter","sch biosci","tr109ez",NA,NA,"england",NA,"KMA-5096-2024",NA,"WOS:000280842600003",81,"J","2010","SPRINGER"
"297",297,297,"Clement, Romain O.",3,"Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany.","leibniz inst freshwater ecol & inland fisheries","dept biol & ecol fishes","12587","berlin",NA,"germany",NA,NA,NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"298",298,298,"Couzin, Iain D.",4,"Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08544 USA.","princeton univ","dept ecol & evolutionary biol","08544","princeton","nj","usa",NA,"Q-6862-2018","0000-0001-8556-4558","WOS:000280064000001",82,"J","2010","SPRINGER"
"299",299,299,"Dyer, John R. G.",2,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,NA,NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"300",300,300,"Faria, Jolyon J.",1,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,NA,NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"301",301,301,"Holt, Natalie",5,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,"T-4685-2019",NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"302",302,302,"Krause, J.",8,"Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, D-12587 Berlin, Germany.","leibniz inst freshwater ecol & inland fisheries","dept biol & ecol fishes","12587","berlin",NA,"germany",NA,"C-2750-2011",NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"303",303,303,"Ward, Ashley J. W.",6,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci","2006","sydney",NA,"australia",NA,"B-6227-2011","0000-0003-0842-533X","WOS:000280064000001",82,"J","2010","SPRINGER"
"304",304,492,"Waters, Dean",7,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,NA,NA,"WOS:000280064000001",82,"J","2010","SPRINGER"
"305",305,6580,"Fransson, Thord",2,"Swedish Museum Nat Hist, Bird Ringing Ctr, S-10405 Stockholm, Sweden.","swedish museum nat hist","bird ringing ctr","10405","stockholm",NA,"sweden",NA,NA,NA,"WOS:000280064000012",83,"J","2010","SPRINGER"
"306",306,6581,"Henshaw, Ian",1,"Uppsala Univ, Dept Phys & Astron, S-75121 Uppsala, Sweden.","uppsala univ","dept phys & astron","75121","uppsala",NA,"sweden",NA,NA,NA,"WOS:000280064000012",83,"J","2010","SPRINGER"
"307",307,3438,"Jakobsson, Sven",3,"Stockholm Univ, Dept Zool, S-10691 Stockholm, Sweden.","stockholm univ","dept zool","10691","stockholm",NA,"sweden",NA,NA,NA,"WOS:000280064000012",83,"J","2010","SPRINGER"
"308",308,3446,"Kullberg, Cecilia",4,"Stockholm Univ, Dept Zool, S-10691 Stockholm, Sweden.","stockholm univ","dept zool","10691","stockholm",NA,"sweden",NA,NA,NA,"WOS:000280064000012",83,"J","2010","SPRINGER"
"309",309,309,"Beekman, Madeleine",3,"Univ Sydney, Sch Biol Sci A12, Behav & Genet Social Insects Lab, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci a12","2006","sydney",NA,"australia",NA,"AAF-8574-2019","0000-0002-9040-3756","WOS:000278717200012",84,"J","2010","SPRINGER"
"310",310,309,"Beekman, Madeleine",3,"Univ Sydney, Sch Biol Sci A12, Behav & Genet Social Insects Lab, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci a12","2006","sydney",NA,"australia",NA,"A-3983-2011","0000-0002-9040-3756","WOS:000278717200012",84,"J","2010","SPRINGER"
"311",311,311,"Deowanish, Sureerat",5,"Chulalongkorn Univ, Dept Biol, Ctr Excellence Entomol Bee Biol Biodivers Insects, Bangkok 10330, Thailand.","chulalongkorn univ","dept biol","10330","bangkok",NA,"thailand",NA,NA,NA,"WOS:000278717200012",84,"J","2010","SPRINGER"
"312",312,312,"Higgs, Jessica S.",2,"Univ Sydney, Sch Biol Sci A12, Behav & Genet Social Insects Lab, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci a12","2006","sydney",NA,"australia",NA,NA,NA,"WOS:000278717200012",84,"J","2010","SPRINGER"
"313",313,313,"Oldroyd, Benjamin P.",6,"Univ Sydney, Sch Biol Sci A12, Behav & Genet Social Insects Lab, Sydney, NSW 2006, Australia.","univ sydney","sch biol sci a12","2006","sydney",NA,"australia",NA,"A-4800-2008","0000-0001-6831-3677","WOS:000278717200012",84,"J","2010","SPRINGER"
"314",314,3998,"Wattanachaiyingcharoen, Wandee",4,"Naresuan Univ, Dept Biol, Phitsanulok 65000, Thailand.","naresuan univ","dept biol","65000","phitsanulok",NA,"thailand",NA,NA,NA,"WOS:000278717200012",84,"J","2010","SPRINGER"
"315",315,315,"Wongvilas, Sitthipong",1,"Chulalongkorn Univ, Dept Biol, Ctr Excellence Entomol Bee Biol Biodivers Insects, Bangkok 10330, Thailand.","chulalongkorn univ","dept biol","10330","bangkok",NA,"thailand",NA,NA,NA,"WOS:000278717200012",84,"J","2010","SPRINGER"
"316",316,316,"Barrette, Maryse",1,"McGill Univ, Dept Nat Resource Sci, Ste Anne De Bellevue, PQ H9X 1C0, Canada.","mcgill univ","dept nat resource sci","h9x1c0","saint anne de bellevue",NA,"canada",NA,NA,NA,"WOS:000274433600010",85,"J","2010","SPRINGER"
"317",317,4732,"Boivin, Guy",2,"McGill Univ, Dept Nat Resource Sci, Ste Anne De Bellevue, PQ H9X 1C0, Canada.","mcgill univ","dept nat resource sci","h9x1c0","saint anne de bellevue",NA,"canada",NA,NA,NA,"WOS:000274433600010",85,"J","2010","SPRINGER"
"318",318,16473,"Brodeur, Jacques",3,"Univ Montreal, Inst Rech Biol Vegetale, Dept Sci Biol, Montreal, PQ H1X 2B2, Canada.","univ montreal","inst rech biol vegetale","h1x2b2","montreal",NA,"canada",NA,NA,NA,"WOS:000274433600010",85,"J","2010","SPRINGER"
"319",319,3442,"Giraldeau, Luc-Alain",4,"Univ Quebec, Dept Sci Biol, Montreal, PQ H3P 3P8, Canada.","univ quebec","dept sci biol","h3p3p8","montreal",NA,"canada",NA,NA,NA,"WOS:000274433600010",85,"J","2010","SPRINGER"
"320",320,320,"Hoffmeister, Thomas S.",3,"Univ Bremen, Inst Ecol & Evolutionary Biol, D-28359 Bremen, Germany.","univ bremen","inst ecol & evolutionary biol","28359","bremen",NA,"germany",NA,"E-2804-2013","0000-0003-2840-7278","WOS:000274433600014",86,"J","2010","SPRINGER"
"321",321,321,"Roitberg, Bernard D.",1,"Simon Fraser Univ, Behav Ecol Res Grp, Dept Biosci, Burnaby, BC V5A 1S6, Canada.","simon fraser univ","behav ecol res grp","v5a1s6","burnaby",NA,"canada",NA,NA,NA,"WOS:000274433600014",86,"J","2010","SPRINGER"
"322",322,322,"Zimmermann, Karen",2,"Univ Bremen, Inst Ecol & Evolutionary Biol, D-28359 Bremen, Germany.","univ bremen","inst ecol & evolutionary biol","28359","bremen",NA,"germany",NA,NA,NA,"WOS:000274433600014",86,"J","2010","SPRINGER"
"323",323,323,"Backwell, Patricia R. Y.",4,"Australian Natl Univ, Res Sch Biol Bot & Zool, Canberra, ACT 0200, Australia.","australian natl univ","res sch biol bot & zool","0200","canberra",NA,"australia",NA,"C-8883-2009",NA,"WOS:000274433500018",87,"J","2010","SPRINGER"
"324",324,324,"Booksmythe, Isobel",1,"Australian Natl Univ, Res Sch Biol Bot & Zool, Canberra, ACT 0200, Australia.","australian natl univ","res sch biol bot & zool","0200","canberra",NA,"australia",NA,"Y-2758-2018","0000-0001-9108-1018","WOS:000274433500018",87,"J","2010","SPRINGER"
"325",325,325,"Jennions, Michael D.",3,"Australian Natl Univ, Res Sch Biol Bot & Zool, Canberra, ACT 0200, Australia.","australian natl univ","res sch biol bot & zool","0200","canberra",NA,"australia",NA,"C-7560-2009","0000-0001-9221-2788","WOS:000274433500018",87,"J","2010","SPRINGER"
"326",326,326,"Milner, Richard N. C.",2,"Australian Natl Univ, Res Sch Biol Bot & Zool, Canberra, ACT 0200, Australia.","australian natl univ","res sch biol bot & zool","0200","canberra",NA,"australia",NA,NA,"0009-0003-4640-9397","WOS:000274433500018",87,"J","2010","SPRINGER"
"327",327,327,"De Santis, Angelo",3,"Ist Nazl Geofis & Vulcanol, Sez Roma 2, Rome, Italy.","ist nazl geofis & vulcanol","sez roma 2",NA,"rome",NA,"italy",NA,"AAG-2895-2021",NA,"WOS:000271978300014",88,"J","2009","SPRINGER"
"328",328,328,"Dell'Omo, Giacomo",4,"Ornis Ital, I-00199 Rome, Italy.","ornis ital",NA,"00199","rome",NA,"italy",NA,NA,"0000-0002-9601-9675","WOS:000271978300014",88,"J","2009","SPRINGER"
"329",329,829,"Gagliardo, Anna",1,"Univ Pisa, Dipartimento Biol, I-56126 Pisa, Italy.","univ pisa","dipartimento biol","56126","pisa",NA,"italy",NA,NA,NA,"WOS:000271978300014",88,"J","2009","SPRINGER"
"330",330,12791,"Ioale, Paolo",5,"Univ Pisa, Dipartimento Biol, I-56126 Pisa, Italy.","univ pisa","dipartimento biol","56126","pisa",NA,"italy",NA,NA,NA,"WOS:000271978300014",88,"J","2009","SPRINGER"
"331",331,331,"Savini, Maria",2,"Univ Pisa, Dipartimento Biol, I-56126 Pisa, Italy.","univ pisa","dipartimento biol","56126","pisa",NA,"italy",NA,NA,NA,"WOS:000271978300014",88,"J","2009","SPRINGER"
"332",332,332,"Cooper, William E., Jr.",1,"Indiana Univ Purdue Univ, Dept Biol, Ft Wayne, IN 46805 USA.","indiana univ purdue univ","dept biol","46805","ft wayne","in","usa",NA,NA,NA,"WOS:000270684200008",89,"J","2009","SPRINGER"
"333",333,1828,"Bruderer, Bruno",3,"Swiss Ornithol Inst, CH-6204 Sempach, Switzerland.","swiss ornithol inst",NA,"6204","sempach",NA,"switzerland",NA,NA,NA,"WOS:000269112000007",90,"J","2009","SPRINGER"
"334",334,334,"Liechti, Felix",2,"Swiss Ornithol Inst, CH-6204 Sempach, Switzerland.","swiss ornithol inst",NA,"6204","sempach",NA,"switzerland",NA,"LVS-4936-2024",NA,"WOS:000269112000007",90,"J","2009","SPRINGER"
"335",335,335,"Schmaljohann, Heiko",1,"Swiss Ornithol Inst, CH-6204 Sempach, Switzerland.","swiss ornithol inst",NA,"6204","sempach",NA,"switzerland",NA,"A-2284-2011","0000-0002-0886-4319","WOS:000269112000007",90,"J","2009","SPRINGER"
"336",336,336,"Chancellor, Rebecca L.",1,"Great Ape Trust Iowa, Gishwati Area Conservat Program, POB 538, Gisenyi, Rwanda.","great ape trust iowa","gishwati area conservat program",NA,"gisenyi",NA,"rwanda",NA,NA,NA,"WOS:000268293700006",91,"J","2009","SPRINGER"
"337",337,337,"Isbell, Lynne A.",2,"Univ Calif Davis, Dept Anthropol, Davis, CA 95616 USA.","univ calif davis","dept anthropol","95616","davis","ca","usa",NA,NA,NA,"WOS:000268293700006",91,"J","2009","SPRINGER"
"338",338,338,"Brown, Grant E.",2,"Concordia Univ, Dept Biol, Montreal, PQ H4B 1R6, Canada.","concordia univ","dept biol","h4b1r6","montreal",NA,"canada",NA,"B-7182-2013","0000-0003-3493-3477","WOS:000267214900012",92,"J","2009","SPRINGER"
"339",339,111,"Chivers, Douglas P.",4,"Univ Saskatchewan, Dept Biol, Saskatoon, SK S7N 5E2, Canada.","univ saskatchewan","dept biol","s7n5e2","saskatoon",NA,"canada",NA,NA,"0000-0002-9497-4329","WOS:000267214900012",92,"J","2009","SPRINGER"
"340",340,113,"Ferrari, Maud C. O.",1,"Univ Saskatchewan, Dept Biol, Saskatoon, SK S7N 5E2, Canada.","univ saskatchewan","dept biol","s7n5e2","saskatoon",NA,"canada",NA,"A-9585-2008",NA,"WOS:000267214900012",92,"J","2009","SPRINGER"
"341",341,1013,"Messier, Francois",3,"Univ Saskatchewan, Dept Biol, Saskatoon, SK S7N 5E2, Canada.","univ saskatchewan","dept biol","s7n5e2","saskatoon",NA,"canada",NA,NA,NA,"WOS:000267214900012",92,"J","2009","SPRINGER"
"342",342,342,"Berto, Giulia",4,"Dipartimento Biol Anim & Uomo, I-10123 Turin, Italy.","dipartimento biol anim & uomo",NA,"10123","turin",NA,"italy",NA,NA,NA,"WOS:000266266300002",93,"J","2009","SPRINGER"
"343",343,9221,"Castellano, Sergio",1,"Dipartimento Biol Anim & Uomo, I-10123 Turin, Italy.","dipartimento biol anim & uomo",NA,"10123","turin",NA,"italy",NA,NA,NA,"WOS:000266266300002",93,"J","2009","SPRINGER"
"344",344,344,"Marconi, Valentina",2,"Dipartimento Biol Anim & Uomo, I-10123 Turin, Italy.","dipartimento biol anim & uomo",NA,"10123","turin",NA,"italy",NA,NA,NA,"WOS:000266266300002",93,"J","2009","SPRINGER"
"345",345,345,"Zanollo, Valeria",3,"Dipartimento Biol Anim & Uomo, I-10123 Turin, Italy.","dipartimento biol anim & uomo",NA,"10123","turin",NA,"italy",NA,NA,NA,"WOS:000266266300002",93,"J","2009","SPRINGER"
"346",346,346,"Corcoran, Mark J.",5,"Bimini Biol Field Stn, S Bimini, Bahamas.","bimini biol field stn",NA,NA,"s bimini",NA,"bahamas",NA,NA,NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"347",347,347,"Gruber, S. H.",6,"Bimini Biol Field Stn, S Bimini, Bahamas.","bimini biol field stn",NA,NA,"s bimini",NA,"bahamas",NA,NA,NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"348",348,348,"Guttridge, T. L.",4,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,NA,NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"349",349,349,"James, Richard",3,"Univ Bath, Dept Phys, Bath BA2 7AY, Avon, England.","univ bath","dept phys","ba27ay","bath","avon","england",NA,"E-5061-2013",NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"350",350,302,"Krause, J.",7,"Univ Leeds, Inst Integrat & Comparat Biol, Leeds LS2 9JT, W Yorkshire, England.","univ leeds","inst integrat & comparat biol","ls29jt","leeds","w yorkshire","england",NA,"C-2750-2011",NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"351",351,13106,"Krause, Stefan",1,"Univ Appl Sci Lubeck, Fachbereich Elektrotech & Informat, D-23562 Lubeck, Germany.","univ appl sci lubeck","fachbereich elektrotech & informat","23562","lubeck",NA,"germany",NA,"C-4351-2008",NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"352",352,352,"Mattner, Lutz",2,"Univ Trier, FB Math 4, D-54286 Trier, Germany.","univ trier","fb math 4","54286","trier",NA,"germany",NA,NA,NA,"WOS:000265215700013",94,"J","2009","SPRINGER"
"353",353,353,"Angulo, Elena",2,"CSIC, Estac Biol Donana, E-41080 Seville, Spain.","csic","estac biol donana","41080","seville",NA,"spain",NA,"A-8107-2013","0000-0001-5545-4032","WOS:000262669000009",95,"J","2009","SPRINGER"
"354",354,354,"Boulay, Raphael",3,"CSIC, Estac Biol Donana, E-41080 Seville, Spain.","csic","estac biol donana","41080","seville",NA,"spain",NA,"I-3735-2015","0000-0002-0138-0856","WOS:000262669000009",95,"J","2009","SPRINGER"
"355",355,355,"Cerda, Xim",1,"CSIC, Estac Biol Donana, E-41080 Seville, Spain.","csic","estac biol donana","41080","seville",NA,"spain",NA,"P-6461-2014","0000-0002-3222-2471","WOS:000262669000009",95,"J","2009","SPRINGER"
"356",356,7924,"Lenoir, Alain",4,"Univ Tours, Fac Sci, CNRS, Inst Rech Biol Insecte,UMR 6035, F-37200 Tours, France.","univ tours","fac sci","37200","tours",NA,"france",NA,NA,NA,"WOS:000262669000009",95,"J","2009","SPRINGER"
"357",357,357,"Goldizen, Anne W.",3,"Univ Queensland, Sch Integrat Biol, Brisbane, Qld 4072, Australia.","univ queensland","sch integrat biol","4072","brisbane",NA,"australia",NA,"G-7366-2012","0000-0003-0101-4108","WOS:000261955100007",96,"J","2009","SPRINGER"
"358",358,358,"Kalko, Elisabeth K. V.",4,"Univ Ulm, Inst Expt Ecol, D-89069 Ulm, Germany.","univ ulm","inst expt ecol","89069","ulm",NA,"germany",NA,NA,NA,"WOS:000261955100007",96,"J","2009","SPRINGER"
"359",359,359,"Klose, Stefan M.",1,"Univ Ulm, Inst Expt Ecol, D-89069 Ulm, Germany.","univ ulm","inst expt ecol","89069","ulm",NA,"germany",NA,NA,NA,"WOS:000261955100007",96,"J","2009","SPRINGER"
"360",360,360,"Welbergen, Justin A.",2,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.","univ cambridge","dept zool","cb23ej","cambridge",NA,"england",NA,"AGN-0091-2022","0000-0002-8085-5759","WOS:000261955100007",96,"J","2009","SPRINGER"
"361",361,41,"Bisazza, Angelo",3,"Univ Padua, Dept Gen Psychol, I-35131 Padua, Italy.","univ padua","dept gen psychol","35131","padua",NA,"italy",NA,"B-7538-2008","0000-0003-0209-7638","WOS:000260063900006",97,"J","2008","SPRINGER"
"362",362,9021,"Dadda, Marco",1,"Univ Padua, Dept Gen Psychol, I-35131 Padua, Italy.","univ padua","dept gen psychol","35131","padua",NA,"italy",NA,NA,NA,"WOS:000260063900006",97,"J","2008","SPRINGER"
"363",363,363,"Pilastro, Andrea",2,"Univ Padua, Dept Biol, I-35131 Padua, Italy.","univ padua","dept biol","35131","padua",NA,"italy",NA,"G-3868-2011","0000-0001-9803-6308","WOS:000260063900006",97,"J","2008","SPRINGER"
"364",364,364,"Awata, Satoshi",1,"Osaka City Univ, Lab Anim Sociol, Dept Biol & Geosci, Grad Sch Sci, Osaka 5588585, Japan.","osaka city univ","lab anim sociol","5588585","osaka","osaka","japan",NA,"GQR-0411-2022","0000-0003-3254-7943","WOS:000258653400002",98,"J","2008","SPRINGER"
"365",365,365,"Kitamura, Yuko",4,"Osaka City Univ, Lab Anim Sociol, Dept Biol & Geosci, Grad Sch Sci, Osaka 5588585, Japan.","osaka city univ","lab anim sociol","5588585","osaka","osaka","japan",NA,NA,NA,"WOS:000258653400002",98,"J","2008","SPRINGER"
"366",366,1909,"Kohda, Masanori",5,"Osaka City Univ, Lab Anim Sociol, Dept Biol & Geosci, Grad Sch Sci, Osaka 5588585, Japan.","osaka city univ","lab anim sociol","5588585","osaka","osaka","japan",NA,NA,NA,"WOS:000258653400002",98,"J","2008","SPRINGER"
"367",367,367,"Makino, Yoshimi",3,"Osaka City Univ, Lab Anim Sociol, Dept Biol & Geosci, Grad Sch Sci, Osaka 5588585, Japan.","osaka city univ","lab anim sociol","5588585","osaka","osaka","japan",NA,NA,NA,"WOS:000258653400002",98,"J","2008","SPRINGER"
"368",368,368,"Takeyama, Tomohiro",2,"Osaka City Univ, Lab Anim Sociol, Dept Biol & Geosci, Grad Sch Sci, Osaka 5588585, Japan.","osaka city univ","lab anim sociol","5588585","osaka","osaka","japan",NA,NA,"0000-0001-5983-3611","WOS:000258653400002",98,"J","2008","SPRINGER"
"369",369,369,"Bitton, Pierre-Paul",1,"Univ No British Columbia, Ecosyst Sci & Management Program, Prince George, BC V2N 4Z9, Canada.","univ no british columbia","ecosyst sci & management program","v2n4z9","prince george",NA,"canada",NA,NA,"0000-0001-5984-2331","WOS:000257912700002",99,"J","2008","SPRINGER"
"370",370,370,"Dawson, Russell D.",2,"Univ No British Columbia, Ecosyst Sci & Management Program, Prince George, BC V2N 4Z9, Canada.","univ no british columbia","ecosyst sci & management program","v2n4z9","prince george",NA,"canada",NA,NA,NA,"WOS:000257912700002",99,"J","2008","SPRINGER"
"371",371,371,"Ochs, Courtney L.",3,"Univ No British Columbia, Ecosyst Sci & Management Program, Prince George, BC V2N 4Z9, Canada.","univ no british columbia","ecosyst sci & management program","v2n4z9","prince george",NA,"canada",NA,NA,NA,"WOS:000257912700002",99,"J","2008","SPRINGER"
"372",372,372,"Brauch, Katrin",1,"German Primate Ctr, Dept Reprod Biol, D-37077 Gottingen, Germany.","german primate ctr","dept reprod biol","37077","gottingen",NA,"germany",NA,NA,NA,"WOS:000256475800009",100,"J","2008","SPRINGER"
"373",373,373,"Engelhardt, Antje",3,"German Primate Ctr, Dept Reprod Biol, D-37077 Gottingen, Germany.","german primate ctr","dept reprod biol","37077","gottingen",NA,"germany",NA,"A-2660-2013","0000-0003-2704-7493","WOS:000256475800009",100,"J","2008","SPRINGER"
"374",374,374,"Fuhrmann, Kerstin",4,"German Primate Ctr, Dept Reprod Biol, D-37077 Gottingen, Germany.","german primate ctr","dept reprod biol","37077","gottingen",NA,"germany",NA,NA,NA,"WOS:000256475800009",100,"J","2008","SPRINGER"
