"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"23",23,23,"Clark, Rulon W.",4,"San Diego State Univ, Dept Biol, San Diego, CA 92182 USA.","san diego state univ","dept biol","92182","san diego","ca","usa",NA,NA,NA,"WOS:000850060400002",7,"J","2022","SPRINGER"
"24",24,24,"Gibert, Ricardo G.",1,"San Diego State Univ, Dept Biol, San Diego, CA 92182 USA.","san diego state univ","dept biol","92182","san diego","ca","usa",NA,NA,NA,"WOS:000850060400002",7,"J","2022","SPRINGER"
"25",25,25,"Maag, Dylan W.",2,"San Diego State Univ, Dept Biol, San Diego, CA 92182 USA.","san diego state univ","dept biol","92182","san diego","ca","usa",NA,NA,NA,"WOS:000850060400002",7,"J","2022","SPRINGER"
"26",26,26,"Sanders, Lea N.",3,"San Diego State Univ, Dept Biol, San Diego, CA 92182 USA.","san diego state univ","dept biol","92182","san diego","ca","usa",NA,NA,NA,"WOS:000850060400002",7,"J","2022","SPRINGER"
"27",27,27,"Firth, Josh A.",3,"Univ Oxford, Dept Zool, 11a Mansfield Rd, Oxford OX1 3SZ, England.","univ oxford","dept zool","ox13sz","oxford",NA,"england",NA,NA,NA,"WOS:000811747800001",8,"J","2022","SPRINGER"
"28",28,28,"Green, Jonathan P.",4,"Univ Oxford, Dept Zool, 11a Mansfield Rd, Oxford OX1 3SZ, England.","univ oxford","dept zool","ox13sz","oxford",NA,"england",NA,NA,NA,"WOS:000811747800001",8,"J","2022","SPRINGER"
"29",29,29,"Hatchwell, Ben J.",2,"Univ Sheffield, Sch Biosci, Sheffield S10 2TN, S Yorkshire, England.","univ sheffield","sch biosci","s102tn","sheffield","s yorkshire","england",NA,"C-5433-2016","0000-0002-1039-4782","WOS:000811747800001",8,"J","2022","SPRINGER"
"30",30,30,"Sturrock, Nicole J.",1,"Univ Oxford, Dept Zool, 11a Mansfield Rd, Oxford OX1 3SZ, England.","univ oxford","dept zool","ox13sz","oxford",NA,"england",NA,NA,NA,"WOS:000811747800001",8,"J","2022","SPRINGER"
"31",31,85,"Katsuki, Masako",2,"Univ Tokyo, Dept Agr & Environm Biol, Bunkyo Ku, Yayoi 1-1-1, Tokyo 1138657, Japan.","univ tokyo","dept agr & environm biol","1138657","tokyo","tokyo","japan",NA,NA,NA,"WOS:000778120500001",9,"J","2022","SPRINGER"
"32",32,86,"Kiyose, Katsuya",1,"Seibukasei Co Ltd, Yamato Machi 1-12-24, Shimonoseki, Yamaguchi 7500067, Japan.","seibukasei co ltd","yamato machi 1-12-24","7500067","shimonoseki","yamaguchi","japan",NA,NA,NA,"WOS:000778120500001",9,"J","2022","SPRINGER"
"33",33,87,"Okada, Kensuke",4,"Okayama Univ, Grad Sch Environm & Life Sci, Lab Evolutionary Ecol, Tsushima Naka 111, Okayama 7008530, Japan.","okayama univ","grad sch environm & life sci","7008530","okayama","okayama","japan",NA,NA,NA,"WOS:000778120500001",9,"J","2022","SPRINGER"
"34",34,13062,"Suzaki, Yu",3,"Obayashi Corp, Tech Res Inst, Shimokiyoto 4-640, Tokyo 2048558, Japan.","obayashi corp","tech res inst","2048558","tokyo","tokyo","japan",NA,NA,NA,"WOS:000778120500001",9,"J","2022","SPRINGER"
"35",35,8281,"Baxter-Gilbert, James",1,"Stellenbosch Univ, Ctr Invas Biol, Dept Bot & Zool, ZA-7600 Stellenbosch, South Africa.","stellenbosch univ","ctr invas biol","7600","stellenbosch",NA,"south africa",NA,NA,NA,"WOS:000695549000002",10,"J","2021","SPRINGER"
"36",36,36,"Measey, John",3,"Stellenbosch Univ, Ctr Invas Biol, Dept Bot & Zool, ZA-7600 Stellenbosch, South Africa.","stellenbosch univ","ctr invas biol","7600","stellenbosch",NA,"south africa",NA,"F-2028-2010","0000-0001-9939-7615","WOS:000695549000002",10,"J","2021","SPRINGER"
"37",37,773,"Riley, Julia L.",2,"Stellenbosch Univ, Dept Bot & Zool, ZA-7600 Stellenbosch, South Africa.","stellenbosch univ","dept bot & zool","7600","stellenbosch",NA,"south africa",NA,"H-6756-2019",NA,"WOS:000695549000002",10,"J","2021","SPRINGER"
"38",38,38,"Cottage, Aislinn",2,"Univ Bristol, Sch Biol Sci, Bristol BS8 1TQ, Avon, England.","univ bristol","sch biol sci","bs81tq","bristol","avon","england",NA,NA,NA,"WOS:000632803000001",11,"J","2021","SPRINGER"
"39",39,39,"Ioannou, Christos C.",3,"Univ Bristol, Sch Biol Sci, Bristol BS8 1TQ, Avon, England.","univ bristol","sch biol sci","bs81tq","bristol","avon","england",NA,NA,"0000-0002-9739-889X","WOS:000632803000001",11,"J","2021","SPRINGER"
"40",40,40,"MacGregor, Hannah E. A.",1,"Univ Bristol, Sch Biol Sci, Bristol BS8 1TQ, Avon, England.","univ bristol","sch biol sci","bs81tq","bristol","avon","england",NA,NA,"0000-0001-5379-8392","WOS:000632803000001",11,"J","2021","SPRINGER"
"41",41,41,"Bisazza, Angelo",3,"Univ Padua, Dept Gen Psychol, Padua, Italy.","univ padua","dept gen psychol",NA,"padua",NA,"italy",NA,"B-7538-2008",NA,"WOS:000608021900002",12,"J","2021","SPRINGER"
"42",42,7554,"Lucon-Xiccato, Tyrone",2,"Univ Ferrara, Dept Life Sci & Biotechnol, Ferrara, Italy.","univ ferrara","dept life sci & biotechnol",NA,"ferrara",NA,"italy",NA,"AAG-9221-2020",NA,"WOS:000608021900002",12,"J","2021","SPRINGER"
"43",43,43,"Mair, Alberto",1,"Univ Padua, Dept Gen Psychol, Padua, Italy.","univ padua","dept gen psychol",NA,"padua",NA,"italy",NA,"LVR-8249-2024","0000-0001-9377-4723","WOS:000608021900002",12,"J","2021","SPRINGER"
"44",44,44,"Babic, Natarsha L.",2,"Univ Helsinki, Tvarminne Zool Stn, JA Palmenintie 260, Hango 10900, Finland.","univ helsinki","tvarminne zool stn","10900","hango",NA,"finland",NA,"AFN-9956-2022","0000-0001-6813-9728","WOS:000608114800001",13,"J","2021","SPRINGER"
"45",45,45,"Borshagovski, Anna-Maria",5,"Univ Oulu, Dept Ecol & Genet, Post Box 3000, Oulu 90014, Finland.","univ oulu","dept ecol & genet","90014","oulu",NA,"finland",NA,NA,"0000-0003-4311-8052","WOS:000608114800001",13,"J","2021","SPRINGER"
"46",46,46,"Kaitala, Arja",6,"Univ Oulu, Dept Ecol & Genet, Post Box 3000, Oulu 90014, Finland.","univ oulu","dept ecol & genet","90014","oulu",NA,"finland",NA,NA,"0000-0002-5168-6298","WOS:000608114800001",13,"J","2021","SPRINGER"
"47",47,47,"Lehtonen, Topi K.",1,"Univ Oulu, Dept Ecol & Genet, Post Box 3000, Oulu 90014, Finland.","univ oulu","dept ecol & genet","90014","oulu",NA,"finland",NA,"A-6679-2010","0000-0002-1372-9509","WOS:000608114800001",13,"J","2021","SPRINGER"
"48",48,48,"Piepponen, Timo",3,"Univ Oulu, Dept Ecol & Genet, Post Box 3000, Oulu 90014, Finland.","univ oulu","dept ecol & genet","90014","oulu",NA,"finland",NA,NA,NA,"WOS:000608114800001",13,"J","2021","SPRINGER"
"49",49,49,"Valkeeniemi, Otso",4,"Univ Oulu, Dept Ecol & Genet, Post Box 3000, Oulu 90014, Finland.","univ oulu","dept ecol & genet","90014","oulu",NA,"finland",NA,NA,"0000-0002-4519-6508","WOS:000608114800001",13,"J","2021","SPRINGER"
"50",50,50,"Hauber, Mark E.",3,"Univ Illinois, Sch Integrat Biol, Dept Evolut Ecol & Behav, 505 S Goodwin Ave, Urbana, IL 61801 USA.","univ illinois","sch integrat biol","61801","urbana","il","usa",NA,NA,NA,"WOS:000604227200001",14,"J","2021","SPRINGER"
"51",51,51,"Moskat, Csaba",1,"Eotvos Lorand Univ, Biol Inst, MTA ELTE MTM Ecol Res Grp, Baross U 13, H-1088 Budapest, Hungary.","eotvos lorand univ","biol inst","1088","budapest",NA,"hungary",NA,NA,NA,"WOS:000604227200001",14,"J","2021","SPRINGER"
"52",52,52,"Taylor, David M.",2,"Univ Illinois, Sch Integrat Biol, Dept Evolut Ecol & Behav, 505 S Goodwin Ave, Urbana, IL 61801 USA.","univ illinois","sch integrat biol","61801","urbana","il","usa",NA,NA,NA,"WOS:000604227200001",14,"J","2021","SPRINGER"
"53",53,53,"Cai, Zhiyuan",6,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"54",54,54,"Guo, Huailiang",1,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"55",55,55,"Hegab, Ibrahim M.",2,"Suez Canal Univ, Fac Vet Med, Dept Hyg Zoonoses & Anim Behav & Management, Ismailia 41522, Egypt.","suez canal univ","fac vet med","41522","ismailia",NA,"egypt",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"56",56,56,"Ji, Weihong",7,"Massey Univ, Inst Nat & Math Sci, Private Bag,102904,North Shore Mail Ctr, Auckland 0632, New Zealand.","massey univ","inst nat & math sci","0632","auckland",NA,"new zealand",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"57",57,57,"Su, Junhu",8,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,"NCU-9258-2025","0000-0002-3416-6354","WOS:000590313900001",15,"J","2020","SPRINGER"
"58",58,58,"Tan, Yucheng",3,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"59",59,59,"Wang, Chan",5,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"60",60,60,"Yao, Baohui",4,"Gansu Agr Univ, Minist Educ, Key Lab Grassland Ecosys, Coll Grassland Sci, Lanzhou 730070, Peoples R China.","gansu agr univ","minist educ","730070","lanzhou",NA,"china",NA,NA,NA,"WOS:000590313900001",15,"J","2020","SPRINGER"
"61",61,61,"Ruxton, Graeme D.",2,"Univ St Andrews, Sch Biol, Dyers Brae House, St Andrews KY16 9TH, Fife, Scotland.","univ st andrews","sch biol","ky169th","saint andrews","fife","scotland",NA,NA,"0000-0001-8943-6609","WOS:000576567900001",16,"J","2020","SPRINGER"
"62",62,62,"Smith, Matilda Q. R. Pembury",1,"Univ St Andrews, Sch Biol, Dyers Brae House, St Andrews KY16 9TH, Fife, Scotland.","univ st andrews","sch biol","ky169th","saint andrews","fife","scotland",NA,NA,NA,"WOS:000576567900001",16,"J","2020","SPRINGER"
"63",63,63,"Kopena, Renata",1,"CSIC, Dept Ecol Evolut, Museo Nacl Ciencias Nat, Jose Gutierrez Abascal 2, E-28006 Madrid, Spain.","csic","dept ecol evolut","28006","madrid",NA,"spain",NA,"AAG-4392-2020","0000-0001-7850-6472","WOS:000578532000002",17,"J","2020","SPRINGER"
"64",64,64,"Lopez, Pilar",2,"CSIC, Dept Ecol Evolut, Museo Nacl Ciencias Nat, Jose Gutierrez Abascal 2, E-28006 Madrid, Spain.","csic","dept ecol evolut","28006","madrid",NA,"spain",NA,NA,"0000-0001-6577-1509","WOS:000578532000002",17,"J","2020","SPRINGER"
"65",65,65,"Majlathova, Viktoria",3,"Pavol Jozef Safarik Univ Kosice, Inst Biol & Ecol, Srobarova 2, Kosice 04180, Slovakia.","pavol jozef safarik univ kosice","inst biol & ecol","04180","kosice",NA,"slovakia",NA,"ABD-7062-2021","0000-0002-8571-4947","WOS:000578532000002",17,"J","2020","SPRINGER"
"66",66,65,"Majlathova, Viktoria",3,"Pavol Jozef Safarik Univ Kosice, Inst Biol & Ecol, Srobarova 2, Kosice 04180, Slovakia.","pavol jozef safarik univ kosice","inst biol & ecol","04180","kosice",NA,"slovakia",NA,"B-4214-2010","0000-0002-8571-4947","WOS:000578532000002",17,"J","2020","SPRINGER"
"67",67,251,"Martin, Jose",4,"CSIC, Dept Ecol Evolut, Museo Nacl Ciencias Nat, Jose Gutierrez Abascal 2, E-28006 Madrid, Spain.","csic","dept ecol evolut","28006","madrid",NA,"spain",NA,NA,NA,"WOS:000578532000002",17,"J","2020","SPRINGER"
"68",68,68,"Dickman, Christopher",3,"Univ Sydney, Sch Life & Environm Sci, A08, Camperdown, NSW 2006, Australia.","univ sydney","sch life & environm sci","2006","camperdown",NA,"australia",NA,NA,NA,"WOS:000543542700002",18,"J","2020","SPRINGER"
"69",69,69,"Gaughwin, Matt",1,"Univ Adelaide, Sch Anim & Vet Sci, Waite Campus, Urrbrae, SA 5064, Australia.","univ adelaide","sch anim & vet sci","5064","urrbrae",NA,"australia",NA,NA,NA,"WOS:000543542700002",18,"J","2020","SPRINGER"
"70",70,8700,"Horsup, Alan",2,"Wildlife & Threatened Species Operat, Dept Environm & Sci, 61 Yeppoon Rd, Parkhurst, Qld 4072, Australia.","wildlife & threatened species operat","dept environm & sci","4072","parkhurst",NA,"australia",NA,NA,NA,"WOS:000543542700002",18,"J","2020","SPRINGER"
"71",71,71,"Taggart, David",6,"Univ Adelaide, Sch Anim & Vet Sci, Waite Campus, Urrbrae, SA 5064, Australia.","univ adelaide","sch anim & vet sci","5064","urrbrae",NA,"australia",NA,NA,NA,"WOS:000543542700002",18,"J","2020","SPRINGER"
"72",72,72,"Walker, Faith",5,"No Arizona Univ, Sch Forestry, Flagstaff, AZ 86011 USA.","no arizona univ","sch forestry","86011","flagstaff","az","usa",NA,"ITT-1967-2023","0000-0001-8435-4452","WOS:000543542700002",18,"J","2020","SPRINGER"
"73",73,12662,"Wells, Rod",4,"Flinders Univ S Australia, Sch Biol Sci, Bedford Pk, SA 5042, Australia.","flinders univ s australia","sch biol sci","5042","bedford pk",NA,"australia",NA,NA,NA,"WOS:000543542700002",18,"J","2020","SPRINGER"
"74",74,15859,"Breuer, Thomas",3,"Wildlife Conservat Soc, Mbeli Bai Study, Congo Program, BP 14537, Brazzaville, Rep Congo.","wildlife conservat soc","mbeli bai study","14537","brazzaville",NA,"congo",NA,NA,NA,"WOS:000540151600001",19,"J","2020","SPRINGER"
"75",75,75,"Manguette, Marie L.",1,"Max Planck Inst Evolutionary Anthropol, Dept Primatol, Deutsch Pl 6, D-04103 Leipzig, Germany.","max planck inst evolutionary anthropol","dept primatol","04103","leipzig",NA,"germany",NA,NA,"0000-0003-2388-3267","WOS:000540151600001",19,"J","2020","SPRINGER"
"76",76,76,"Parnell, Richard J.",5,"Wildlife Conservat Soc, Global Conservat Program, 2300 Southern Blvd, Bronx, NY 10460 USA.","wildlife conservat soc","global conservat program","10460","bronx","ny","usa",NA,NA,NA,"WOS:000540151600001",19,"J","2020","SPRINGER"
"77",77,77,"Robbins, Andrew M.",2,"Max Planck Inst Evolutionary Anthropol, Dept Primatol, Deutsch Pl 6, D-04103 Leipzig, Germany.","max planck inst evolutionary anthropol","dept primatol","04103","leipzig",NA,"germany",NA,NA,NA,"WOS:000540151600001",19,"J","2020","SPRINGER"
"78",78,77,"Robbins, Andrew M.",6,"Max Planck Inst Evolutionary Anthropol, Dept Primatol, Deutsch Pl 6, D-04103 Leipzig, Germany.","max planck inst evolutionary anthropol","dept primatol","04103","leipzig",NA,"germany",NA,NA,NA,"WOS:000540151600001",19,"J","2020","SPRINGER"
"79",79,79,"Stokes, Emma J.",4,"Wildlife Conservat Soc, Global Conservat Program, 2300 Southern Blvd, Bronx, NY 10460 USA.","wildlife conservat soc","global conservat program","10460","bronx","ny","usa",NA,NA,NA,"WOS:000540151600001",19,"J","2020","SPRINGER"
"80",80,80,"Kaufmann, Philipp",1,"Univ Basel, Inst Zool, Dept Environm Sci, Vesalgasse 1, CH-4051 Basel, Switzerland.","univ basel","inst zool","4051","basel",NA,"switzerland",NA,NA,"0000-0002-7164-6867","WOS:000520006600001",20,"J","2020","SPRINGER"
"81",81,81,"Scharer, Lukas",2,"Univ Basel, Inst Zool, Dept Environm Sci, Vesalgasse 1, CH-4051 Basel, Switzerland.","univ basel","inst zool","4051","basel",NA,"switzerland",NA,"B-4396-2008",NA,"WOS:000520006600001",20,"J","2020","SPRINGER"
"82",82,82,"Campbell, Alistair John",2,"Univ Fed Para, Inst Ciencias Biol, Lab Biol & Ecol Abelhas, Campus Univ Guama,Rua Augusto Correa 1, BR-66075110 Belem, Para, Brazil.","univ fed para","inst ciencias biol","66075110","belem","para","brazil",NA,"H-4401-2017","0000-0001-8163-6737","WOS:000520145900002",21,"J","2020","SPRINGER"
"83",83,83,"Contrera, Felipe Andres Leon",3,"Univ Fed Para, Inst Ciencias Biol, Lab Biol & Ecol Abelhas, Campus Univ Guama,Rua Augusto Correa 1, BR-66075110 Belem, Para, Brazil.","univ fed para","inst ciencias biol","66075110","belem","para","brazil",NA,NA,"0000-0002-7078-5048","WOS:000520145900002",21,"J","2020","SPRINGER"
"84",84,84,"dos Santos Conceicao Lopes, Barbara",1,"Univ Fed Para, Inst Ciencias Biol, Lab Biol & Ecol Abelhas, Campus Univ Guama,Rua Augusto Correa 1, BR-66075110 Belem, Para, Brazil.","univ fed para","inst ciencias biol","66075110","belem","para","brazil",NA,NA,"0000-0003-3003-1855","WOS:000520145900002",21,"J","2020","SPRINGER"
"85",85,85,"Katsuki, Masako",2,"Univ Tokyo, Grad Sch Agr & Life Sci, Lab Appl Entomol Lab, Bunkyo Ku, Yayoi 1-1-1, Tokyo 1138657, Japan.","univ tokyo","grad sch agr & life sci","1138657","tokyo","tokyo","japan",NA,NA,NA,"WOS:000520145900001",22,"J","2020","SPRINGER"
"86",86,86,"Kiyose, Katsuya",3,"Seibukasei Co Ltd, Yamato Machi 1-12-24, Shimonoseki, Yamaguchi 7500067, Japan.","seibukasei co ltd","yamato machi 1-12-24","7500067","shimonoseki","yamaguchi","japan",NA,NA,NA,"WOS:000520145900001",22,"J","2020","SPRINGER"
"87",87,87,"Okada, Kensuke",1,"Okayama Univ, Grad Sch Environm Sci, Lab Evolutionary Ecol, Tsushima Naka 111, Okayama 7008530, Japan.","okayama univ","grad sch environm sci","7008530","okayama","okayama","japan",NA,NA,"0000-0002-4552-7696","WOS:000520145900001",22,"J","2020","SPRINGER"
"88",88,88,"Okada, Yasukazu",4,"Tokyo Metropolitan Univ, Dept Biol Sci, Minamiohsawa 1-1, Tokyo 1920397, Japan.","tokyo metropolitan univ","dept biol sci","1920397","tokyo","tokyo","japan",NA,"B-1590-2014","0000-0003-4528-2980","WOS:000520145900001",22,"J","2020","SPRINGER"
"89",89,89,"Bouten, Willem",4,"Univ Amsterdam, Theoret & Computat Ecol, IBED, Sci Pk 904, NL-1098 XH Amsterdam, Netherlands.","univ amsterdam","theoret & computat ecol","1098","amsterdam",NA,"netherlands",NA,"G-4383-2018",NA,"WOS:000515693800004",23,"J","2020","SPRINGER"
"90",90,90,"de la Riva, Manuel",5,"Estac Biol Donana CSIC, Dept Conservat Biol, Amer Vespucio 26, Seville 41092, Spain.","estac biol donana csic","dept conservat biol","41092","seville",NA,"spain",NA,NA,NA,"WOS:000515693800004",23,"J","2020","SPRINGER"
"91",91,91,"Donazar, Jose Antonio",6,"Estac Biol Donana CSIC, Dept Conservat Biol, Amer Vespucio 26, Seville 41092, Spain.","estac biol donana csic","dept conservat biol","41092","seville",NA,"spain",NA,NA,"0000-0002-9433-9755","WOS:000515693800004",23,"J","2020","SPRINGER"
"92",92,92,"Gangoso, Laura",2,"Univ Amsterdam, Theoret & Computat Ecol, IBED, Sci Pk 904, NL-1098 XH Amsterdam, Netherlands.","univ amsterdam","theoret & computat ecol","1098","amsterdam",NA,"netherlands",NA,"C-6575-2015","0000-0002-6205-6769","WOS:000515693800004",23,"J","2020","SPRINGER"
"93",93,93,"Garcia-Alfonso, Marina",3,"Estac Biol Donana CSIC, Dept Conservat Biol, Amer Vespucio 26, Seville 41092, Spain.","estac biol donana csic","dept conservat biol","41092","seville",NA,"spain",NA,NA,NA,"WOS:000515693800004",23,"J","2020","SPRINGER"
"94",94,94,"van Overveld, Thijs",1,"Estac Biol Donana CSIC, Dept Conservat Biol, Amer Vespucio 26, Seville 41092, Spain.","estac biol donana csic","dept conservat biol","41092","seville",NA,"spain",NA,NA,"0000-0001-5472-0255","WOS:000515693800004",23,"J","2020","SPRINGER"
"95",95,692,"Crochet, Pierre-Andre",5,"Univ Montpellier, CNRS, UMR5175, CEFE, Campus CNRS 1919 Route Mende, F-34293 Montpellier 5, France.","univ montpellier","cnrs","34293  5","montpellier",NA,"france",NA,NA,NA,"WOS:000511889200001",24,"J","2020","SPRINGER"
"96",96,693,"Doutrelant, Claire",7,"Univ Montpellier, CNRS, UMR5175, CEFE, Campus CNRS 1919 Route Mende, F-34293 Montpellier 5, France.","univ montpellier","cnrs","34293  5","montpellier",NA,"france",NA,NA,NA,"WOS:000511889200001",24,"J","2020","SPRINGER"
